SendingAgentID,ReceivingAgentID,Received,InformationPacketID,Endorsement,ChangeInAmplification,Tick,timestamp
B-ID-24,B-ID-26,0,IP-6,false,-0.1,5,01:23:22.722 PM 27-Jan-2023
B-ID-24,B-ID-27,0,IP-6,false,-0.1,5,01:23:22.724 PM 27-Jan-2023
B-ID-24,B-ID-28,0,IP-6,false,-0.1,5,01:23:22.728 PM 27-Jan-2023
B-ID-24,B-ID-29,0,IP-6,false,-0.1,5,01:23:22.730 PM 27-Jan-2023
B-ID-25,B-ID-20,0,IP-6,false,-0.1,5,01:23:22.737 PM 27-Jan-2023
B-ID-25,B-ID-21,0,IP-6,false,0.1,5,01:23:22.740 PM 27-Jan-2023
B-ID-25,B-ID-22,0,IP-6,false,0.1,5,01:23:22.743 PM 27-Jan-2023
B-ID-25,B-ID-23,0,IP-6,false,0.1,5,01:23:22.746 PM 27-Jan-2023
B-ID-25,B-ID-24,0,IP-6,false,-0.1,5,01:23:22.749 PM 27-Jan-2023
B-ID-25,B-ID-26,0,IP-6,false,-0.1,5,01:23:22.751 PM 27-Jan-2023
B-ID-25,B-ID-29,0,IP-6,false,0.1,5,01:23:22.754 PM 27-Jan-2023
B-ID-25,B-ID-30,0,IP-6,false,0.1,5,01:23:22.756 PM 27-Jan-2023
B-ID-26,B-ID-21,0,IP-6,false,0.1,5,01:23:22.761 PM 27-Jan-2023
B-ID-26,B-ID-22,0,IP-6,false,-0.1,5,01:23:22.763 PM 27-Jan-2023
B-ID-26,B-ID-23,0,IP-6,false,-0.1,5,01:23:22.767 PM 27-Jan-2023
B-ID-26,B-ID-24,0,IP-6,false,0.1,5,01:23:22.770 PM 27-Jan-2023
B-ID-26,B-ID-25,0,IP-6,false,0.1,5,01:23:22.773 PM 27-Jan-2023
B-ID-26,B-ID-27,0,IP-6,false,-0.1,5,01:23:22.777 PM 27-Jan-2023
B-ID-26,B-ID-28,0,IP-6,false,-0.1,5,01:23:22.782 PM 27-Jan-2023
B-ID-26,B-ID-29,0,IP-6,false,-0.1,5,01:23:22.784 PM 27-Jan-2023
B-ID-26,B-ID-31,0,IP-6,false,0.1,5,01:23:22.787 PM 27-Jan-2023
B-ID-26,B-ID-374,0,IP-6,false,0.1,5,01:23:22.790 PM 27-Jan-2023
B-ID-27,B-ID-22,0,IP-6,false,0.1,5,01:23:22.795 PM 27-Jan-2023
B-ID-27,B-ID-23,0,IP-6,false,-0.1,5,01:23:22.797 PM 27-Jan-2023
B-ID-27,B-ID-25,0,IP-6,false,-0.1,5,01:23:22.801 PM 27-Jan-2023
B-ID-27,B-ID-26,0,IP-6,false,0.1,5,01:23:22.804 PM 27-Jan-2023
B-ID-27,B-ID-28,0,IP-6,false,0.1,5,01:23:22.806 PM 27-Jan-2023
B-ID-27,B-ID-29,0,IP-6,false,-0.1,5,01:23:22.808 PM 27-Jan-2023
B-ID-27,B-ID-30,0,IP-6,false,0.1,5,01:23:22.809 PM 27-Jan-2023
B-ID-27,B-ID-31,0,IP-6,false,0.1,5,01:23:22.811 PM 27-Jan-2023
B-ID-27,B-ID-32,0,IP-6,false,0.1,5,01:23:22.813 PM 27-Jan-2023
B-ID-29,B-ID-24,0,IP-6,false,-0.1,5,01:23:22.830 PM 27-Jan-2023
B-ID-29,B-ID-25,0,IP-6,false,0.1,5,01:23:22.834 PM 27-Jan-2023
B-ID-29,B-ID-26,0,IP-6,false,0.1,5,01:23:22.837 PM 27-Jan-2023
B-ID-29,B-ID-27,0,IP-6,false,-0.1,5,01:23:22.840 PM 27-Jan-2023
B-ID-29,B-ID-28,0,IP-6,false,-0.1,5,01:23:22.842 PM 27-Jan-2023
B-ID-29,B-ID-30,0,IP-6,false,-0.1,5,01:23:22.845 PM 27-Jan-2023
B-ID-29,B-ID-31,0,IP-6,false,0.1,5,01:23:22.848 PM 27-Jan-2023
B-ID-29,B-ID-32,0,IP-6,false,0.1,5,01:23:22.851 PM 27-Jan-2023
B-ID-29,B-ID-34,0,IP-6,false,-0.1,5,01:23:22.854 PM 27-Jan-2023
B-ID-30,B-ID-25,0,IP-6,false,-0.1,5,01:23:22.860 PM 27-Jan-2023
B-ID-30,B-ID-27,0,IP-6,false,-0.1,5,01:23:22.866 PM 27-Jan-2023
B-ID-30,B-ID-29,0,IP-6,false,0.1,5,01:23:22.869 PM 27-Jan-2023
B-ID-30,B-ID-31,0,IP-6,false,0.1,5,01:23:22.872 PM 27-Jan-2023
B-ID-30,B-ID-32,0,IP-6,false,-0.1,5,01:23:22.875 PM 27-Jan-2023
B-ID-30,B-ID-33,0,IP-6,false,-0.1,5,01:23:22.877 PM 27-Jan-2023
B-ID-30,B-ID-34,0,IP-6,false,-0.1,5,01:23:22.880 PM 27-Jan-2023
B-ID-30,B-ID-35,0,IP-6,false,-0.1,5,01:23:22.884 PM 27-Jan-2023
B-ID-30,B-ID-377,0,IP-6,false,0.1,5,01:23:22.887 PM 27-Jan-2023
B-ID-31,B-ID-11,0,IP-6,false,-0.1,5,01:23:22.893 PM 27-Jan-2023
B-ID-31,B-ID-26,0,IP-6,false,0.1,5,01:23:22.895 PM 27-Jan-2023
B-ID-31,B-ID-27,0,IP-6,false,0.1,5,01:23:22.898 PM 27-Jan-2023
B-ID-31,B-ID-28,0,IP-6,false,-0.1,5,01:23:22.901 PM 27-Jan-2023
B-ID-31,B-ID-29,0,IP-6,false,-0.1,5,01:23:22.904 PM 27-Jan-2023
B-ID-31,B-ID-30,0,IP-6,false,0.1,5,01:23:22.906 PM 27-Jan-2023
B-ID-31,B-ID-32,0,IP-6,false,-0.1,5,01:23:22.908 PM 27-Jan-2023
B-ID-31,B-ID-33,0,IP-6,false,-0.1,5,01:23:22.910 PM 27-Jan-2023
B-ID-31,B-ID-34,0,IP-6,false,-0.1,5,01:23:22.912 PM 27-Jan-2023
B-ID-31,B-ID-36,0,IP-6,false,0.1,5,01:23:22.915 PM 27-Jan-2023
B-ID-32,B-ID-27,0,IP-6,false,0.1,5,01:23:22.921 PM 27-Jan-2023
B-ID-32,B-ID-28,0,IP-6,false,0.1,5,01:23:22.923 PM 27-Jan-2023
B-ID-32,B-ID-29,0,IP-6,false,-0.1,5,01:23:22.926 PM 27-Jan-2023
B-ID-32,B-ID-30,0,IP-6,false,0.1,5,01:23:22.930 PM 27-Jan-2023
B-ID-32,B-ID-31,0,IP-6,false,0.1,5,01:23:22.933 PM 27-Jan-2023
B-ID-32,B-ID-33,0,IP-6,false,0.1,5,01:23:22.934 PM 27-Jan-2023
B-ID-32,B-ID-34,0,IP-6,false,-0.1,5,01:23:22.937 PM 27-Jan-2023
B-ID-32,B-ID-35,0,IP-6,false,-0.1,5,01:23:22.938 PM 27-Jan-2023
B-ID-32,B-ID-36,0,IP-6,false,0.1,5,01:23:22.940 PM 27-Jan-2023
B-ID-32,B-ID-37,0,IP-6,false,-0.1,5,01:23:22.943 PM 27-Jan-2023
B-ID-33,B-ID-28,0,IP-6,false,0.1,5,01:23:22.950 PM 27-Jan-2023
B-ID-33,B-ID-31,0,IP-6,false,0.1,5,01:23:22.953 PM 27-Jan-2023
B-ID-33,B-ID-32,0,IP-6,false,0.1,5,01:23:22.955 PM 27-Jan-2023
B-ID-33,B-ID-34,0,IP-6,false,0.1,5,01:23:22.958 PM 27-Jan-2023
B-ID-33,B-ID-36,0,IP-6,false,-0.1,5,01:23:22.960 PM 27-Jan-2023
B-ID-33,B-ID-37,0,IP-6,false,-0.1,5,01:23:22.962 PM 27-Jan-2023
B-ID-33,B-ID-38,0,IP-6,false,-0.1,5,01:23:22.964 PM 27-Jan-2023
B-ID-33,B-ID-158,0,IP-6,false,-0.1,5,01:23:22.967 PM 27-Jan-2023
B-ID-33,B-ID-198,0,IP-6,false,-0.1,5,01:23:22.969 PM 27-Jan-2023
B-ID-34,B-ID-30,0,IP-3,false,-0.1,5,01:23:22.974 PM 27-Jan-2023
B-ID-34,B-ID-31,0,IP-3,false,0.1,5,01:23:22.977 PM 27-Jan-2023
B-ID-34,B-ID-32,0,IP-3,false,0.1,5,01:23:22.979 PM 27-Jan-2023
B-ID-34,B-ID-33,0,IP-3,false,-0.1,5,01:23:22.983 PM 27-Jan-2023
B-ID-34,B-ID-35,0,IP-3,false,-0.1,5,01:23:22.986 PM 27-Jan-2023
B-ID-34,B-ID-36,0,IP-3,false,0.1,5,01:23:22.988 PM 27-Jan-2023
B-ID-34,B-ID-37,0,IP-3,false,-0.1,5,01:23:22.990 PM 27-Jan-2023
B-ID-34,B-ID-38,0,IP-3,false,0.1,5,01:23:22.992 PM 27-Jan-2023
B-ID-34,B-ID-39,0,IP-3,false,-0.1,5,01:23:22.994 PM 27-Jan-2023
B-ID-34,B-ID-122,0,IP-3,false,-0.1,5,01:23:22.996 PM 27-Jan-2023
B-ID-36,B-ID-31,0,IP-6,false,-0.1,5,01:23:23.013 PM 27-Jan-2023
B-ID-36,B-ID-32,0,IP-6,false,-0.1,5,01:23:23.017 PM 27-Jan-2023
B-ID-36,B-ID-33,0,IP-6,false,-0.1,5,01:23:23.019 PM 27-Jan-2023
B-ID-36,B-ID-34,0,IP-6,false,0.1,5,01:23:23.023 PM 27-Jan-2023
